,City,region,Res_Comm,mkt_type,Quradate,National_exp,Alabama_exp,Sales_exp,Inventory_exp,Price_exp,Credit_exp
3677,Bay Minette,South_Mobile-Baldwin,Residential,Rural,2010-01-15,2.0,2.0,2.0,4.0,2.0,2.0
9677,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,2.0,4.0,3.0,3.0
13146,Athens,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,2.0,2.0
7339,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,3.0,2.0
3679,Jacksons Gap,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,4.0,3.0,3.0,3.0,2.0,3.0
3684,Birmingham,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
7336,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,4.0,3.0
7327,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
13158,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,3.0,3.0,3.0
9704,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,4.0,4.0,3.0,3.0
9705,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,1.0,5.0,4.0,4.0,4.0,3.0
12084,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,4.0,4.0,3.0
7282,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,3.0,3.0,3.0
12074,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,2.0,3.0
3737,MUSCLE SHOALS,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,2.0,2.0,3.0,3.0
3755,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,3.0,2.0,4.0
7119,opelika,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,2.0,2.0,2.0,2.0,2.0
7615,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,4.0,3.0,3.0
856,Bay Minette,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,2.0,2.0
10126,Elberta,South_Mobile-Baldwin,Residential,Rural,2010-01-15,3.0,3.0,4.0,3.0,2.0,2.0
5132,Wedowee,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
1432,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,5.0
1142,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,3.0
1144,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,2.0
11045,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,2.0,2.0
1424,Millbrook,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,3.0
11039,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,2.0,3.0,4.0,2.0,2.0,3.0
5898,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,5.0,5.0,3.0,4.0,3.0
5178,florence,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
5179,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,2.0,2.0,2.0,2.0,3.0,3.0
11066,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,3.0,2.0,2.0
5194,Anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,2.0,3.0,2.0,2.0,3.0
5204,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,2.0,2.0,3.0
5880,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,4.0,4.0,5.0,4.0,3.0,3.0
11019,montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,4.0
1160,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,2.0,4.0,3.0,3.0,3.0,2.0
13692,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,4.0
5861,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,4.0,4.0
5859,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,4.0,2.0,1.0
5852,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,1.0,1.0,1.0
5834,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,2.0,2.0
11016,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,2.0,2.0,4.0,2.0,2.0,3.0
5885,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,3.0,2.0,4.0,3.0,3.0
1172,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,3.0,3.0
13708,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,3.0,4.0,4.0,2.0,3.0
13709,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,4.0,3.0,4.0,3.0,3.0
1078,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,4.0,4.0,4.0,3.0,3.0,3.0
11223,Daphne,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
11222,Rome,North_Huntsville-Decatur-Florence,Residential,Rural,2010-01-15,4.0,4.0,4.0,4.0,4.0,4.0
4953,Birmingham,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2010-01-15,2.0,2.0,3.0,2.0,2.0,2.0
4956,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,4.0,3.0,3.0,3.0,4.0
6093,WOODSTOCK,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2010-01-15,3.0,3.0,4.0,3.0,2.0,1.0
11195,albertville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,3.0
10437,Mt. Brook,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,3.0,3.0,3.0
13500,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,2.0
6044,auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,3.0,2.0,4.0
1130,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,3.0
5017,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,2.0,4.0,4.0,4.0,4.0,2.0
5020,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,2.0
1106,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,3.0,3.0,3.0
10501,BIrmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,2.0,3.0,2.0,2.0,4.0,3.0
1110,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,3.0,3.0,2.0
5030,Gulf shores,South_Mobile-Baldwin,Residential,Rural,2010-01-15,3.0,3.0,3.0,4.0,3.0,2.0
5037,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,3.0
5972,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,4.0,4.0,3.0,4.0,3.0,3.0
5963,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,4.0,3.0,3.0
11103,cullman,North_Huntsville-Decatur-Florence,Residential,Rural,2010-01-15,4.0,5.0,5.0,4.0,4.0,4.0
5093,Greenville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2010-01-15,3.0,3.0,3.0,3.0,2.0,1.0
6024,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,2.0,2.0,3.0
1396,Centre,North_Huntsville-Decatur-Florence,Residential,Rural,2010-01-15,3.0,4.0,4.0,3.0,3.0,2.0
5808,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,2.0,2.0,4.0,2.0,2.0,3.0
5239,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,4.0,3.0,2.0
5625,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,4.0,3.0,3.0
5623,hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,2.0,2.0,3.0,2.0,2.0,3.0
13608,Elberta,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,3.0,2.0,2.0
10860,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,2.0,3.0,2.0,2.0,3.0
10859,Millbrook,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,2.0,2.0,2.0
5425,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2010-01-15,2.0,2.0,4.0,2.0,2.0,3.0
5427,mobile,South_Mobile-Baldwin,Residential,Rural,2010-01-15,1.0,2.0,3.0,3.0,3.0,2.0
10767,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,3.0
5434,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,3.0
10771,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,4.0,4.0,4.0
13645,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,2.0,4.0,3.0,4.0,2.0
13615,bham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2010-01-15,3.0,2.0,3.0,4.0,3.0,2.0
10777,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,3.0,2.0
5566,Brent,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2010-01-15,3.0,4.0,4.0,4.0,3.0,2.0
5468,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,3.0,2.0
10826,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,3.0,2.0
1298,Guntersville,North_Huntsville-Decatur-Florence,Residential,Rural,2010-01-15,3.0,3.0,3.0,2.0,2.0,3.0
5544,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,3.0,4.0,2.0,2.0,3.0
10813,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,3.0,3.0
5500,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,2.0
5533,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,2.0,3.0,3.0,3.0,2.0,3.0
1277,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,2.0,2.0,2.0,2.0,1.0
1253,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,5.0,4.0,3.0,3.0,3.0
5413,Athens,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
13606,brownsboro,North_Huntsville-Decatur-Florence,Residential,Rural,2010-01-15,1.0,1.0,2.0,4.0,3.0,3.0
5394,TUSCALOOSA,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,3.0,3.0
1181,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,3.0,3.0,3.0
13580,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,4.0,3.0,2.0
10621,Bay Minette,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
10626,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,2.0,4.0,2.0,2.0
10985,Wetumpka,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2010-01-15,2.0,2.0,2.0,2.0,3.0,3.0
10984,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,3.0,4.0,3.0
5760,hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,2.0,3.0,2.0,2.0,3.0
5282,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,3.0,2.0,1.0
5296,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,1.0,3.0,3.0,2.0,3.0,3.0
5738,Tallassee,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,3.0,4.0,4.0
5732,Pike Road,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,4.0,3.0,3.0
5715,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,2.0
10936,Pensacola,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,4.0,2.0,2.0
5328,Trussville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,4.0,4.0,4.0
5693,Alexander City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,2.0
5688,Florence,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
5685,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,1.0,1.0,1.0,1.0,1.0,1.0
10901,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,1.0,1.0,2.0,1.0,2.0,1.0
5372,Gulf Shores,South_Mobile-Baldwin,Residential,Rural,2010-01-15,3.0,2.0,2.0,2.0,2.0,2.0
5676,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,3.0,3.0,3.0
10706,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,4.0,3.0,3.0,4.0,3.0
5376,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
1346,ozark,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,4.0,2.0,2.0,1.0
6108,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,2.0,2.0,3.0
13336,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,3.0
4926,Homewood,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,2.0,2.0,2.0,3.0
4907,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,3.0,4.0,3.0,2.0,3.0
11450,Daphne,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,3.0,1.0
11428,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,3.0
11426,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,3.0,3.0,3.0
921,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,3.0,3.0,3.0
1642,Oneonta,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2010-01-15,4.0,5.0,4.0,3.0,3.0,3.0
6462,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,3.0
10217,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,4.0,5.0,4.0,4.0,3.0,3.0
11415,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,2.0,2.0
1639,Foley,South_Mobile-Baldwin,Residential,Rural,2010-01-15,4.0,4.0,4.0,2.0,2.0,3.0
10235,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,4.0,3.0,3.0,3.0
10210,auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,4.0,2.0,2.0,2.0,3.0
934,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,3.0,3.0
13382,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,4.0,4.0,3.0
6436,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,4.0,4.0,3.0,3.0
4585,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,5.0,5.0,5.0,2.0,3.0,5.0
4588,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,1.0,2.0,2.0
4590,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
10246,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,5.0,5.0,4.0,3.0,3.0,3.0
6398,Wilsonville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2010-01-15,3.0,3.0,3.0,4.0,2.0,3.0
6397,MOBILE,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,3.0,3.0,3.0
4605,Salem,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,4.0,3.0,2.0
10250,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,3.0,3.0
11412,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,4.0,3.0
4609,Montgomery`,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,3.0,2.0,3.0,2.0,2.0
6483,Arab,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,3.0,2.0,2.0
10204,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,1.0,2.0,1.0,2.0,2.0,1.0
11565,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,1.0,2.0,3.0,3.0,2.0,2.0
864,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,3.0,2.0,2.0,2.0,3.0
4394,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,3.0,3.0,3.0,4.0
10131,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,4.0,3.0,2.0
6589,Millbrook,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,2.0,2.0,2.0,1.0,1.0
4412,Mobile,South_Mobile-Baldwin,Residential,Rural,2010-01-15,3.0,4.0,4.0,4.0,3.0,3.0
11532,Oxford,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,3.0,3.0,2.0
6569,florence,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,3.0,4.0,3.0,4.0,3.0,2.0
4446,gulf shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,2.0,2.0
6548,huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,2.0,2.0,2.0,2.0,4.0,2.0
11485,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,2.0,2.0,3.0,3.0,2.0,2.0
1681,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,2.0,2.0,2.0,2.0,2.0
13811,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,3.0,3.0,3.0
11522,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2010-01-15,2.0,2.0,1.0,1.0,1.0,1.0
891,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2010-01-15,2.0,3.0,2.0,3.0,2.0,2.0
893,Andalusia,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2010-01-15,3.0,3.0,4.0,3.0,3.0,3.0
13362,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,4.0,3.0
13363,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,4.0,4.0
6537,Mountain Brook,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,2.0,2.0,2.0,2.0,2.0,3.0
6533,Eufaula,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,3.0,3.0,2.0,3.0,3.0,2.0
4482,Robertsdale,South_Mobile-Baldwin,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,3.0
6509,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,4.0,3.0,3.0
1677,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,2.0,3.0
10254,Phenix City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2010-01-15,2.0,4.0,4.0,4.0,3.0,2.0
11379,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,2.0
4638,Anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,2.0,2.0,2.0,5.0,2.0,1.0
11282,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,3.0,3.0,4.0,3.0,3.0,3.0
6209,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,2.0,2.0,2.0,3.0,4.0,1.0
4811,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,4.0,4.0,4.0,4.0,3.0,4.0
10364,Fairfield,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,3.0,3.0,4.0
13764,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,2.0,3.0,2.0,2.0,3.0,3.0
1539,Bay Minette,South_Mobile-Baldwin,Residential,Rural,2010-01-15,3.0,2.0,3.0,2.0,2.0,3.0
6170,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2010-01-15,2.0,3.0,3.0,2.0,2.0,2.0
1044,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,2.0,2.0,2.0,2.0,2.0,2.0
1045,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,2.0,3.0,3.0
1538,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2010-01-15,3.0,3.0,3.0,2.0,3.0,3.0
10340,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,2.0,3.0,3.0
4828,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2010-01-15,3.0,4.0,4.0,4.0,3.0,2.0
10387,Anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2010-01-15,3.0,3.0,2.0,3.0,2.0,2.0
